Using default parameters in config
iteration 1 batch 3250 training_loss 0.6916632528527511
iteration 1 batch 3260 training_loss 0.6931471805599453
iteration 1 batch 3270 training_loss 0.6931471805599453
iteration 1 batch 3280 training_loss 0.6931471805599453
iteration 1 batch 3290 training_loss 0.6916632528527511
iteration 1 batch 3300 training_loss 0.6931471805599453
iteration 1 batch 3310 training_loss 0.6931471805599453
iteration 1 batch 3320 training_loss 0.6931471805599453
iteration 1 batch 3330 training_loss 0.6931471805599453
iteration 1 batch 3340 training_loss 0.6931471805599453
iteration 1 batch 3350 training_loss 0.6931471805599453
iteration 1 batch 3360 training_loss 0.6931471805599453
iteration 1 batch 3370 training_loss 0.6931471805599453
iteration 1 batch 3380 training_loss 0.6931471805599453
iteration 1 batch 3390 training_loss 0.6931471805599453
iteration 1 batch 3400 training_loss 0.6931471805599453
iteration 1 batch 3410 training_loss 0.6916632528527511
iteration 1 batch 3420 training_loss 0.6931471805599453
iteration 1 batch 3430 training_loss 0.6931471805599453
iteration 1 batch 3440 training_loss 0.6931471805599453
iteration 1 batch 3450 training_loss 0.6931471805599453
iteration 1 batch 3460 training_loss 0.6931471805599453
iteration 1 batch 3470 training_loss 0.6931471805599453
iteration 1 batch 3480 training_loss 0.6931471805599453
iteration 1 batch 3490 training_loss 0.6931471805599453
iteration 1 batch 3500 training_loss 0.6931471805599453
iteration 1 batch 3510 training_loss 0.6931471805599453
iteration 1 batch 3520 training_loss 0.6931471805599453
iteration 1 batch 3530 training_loss 0.6916632528527511
iteration 1 batch 3540 training_loss 0.6931471805599453
iteration 1 batch 3550 training_loss 0.6931471805599453
iteration 1 batch 3560 training_loss 0.6931471805599453
iteration 1 batch 3570 training_loss 0.6931471805599453
iteration 1 batch 3580 training_loss 0.6916632528527511
iteration 1 batch 3590 training_loss 0.6931471805599453
iteration 1 batch 3600 training_loss 0.6931471805599453
iteration 1 batch 3610 training_loss 0.6916632528527511
iteration 1 batch 3620 training_loss 0.6916632528527511
iteration 1 batch 3630 training_loss 0.6916632528527511
iteration 1 batch 3640 training_loss 0.6931471805599453
iteration 1 batch 3650 training_loss 0.6931471805599453
iteration 1 batch 3660 training_loss 0.6931471805599453
iteration 1 batch 3670 training_loss 0.6916632528527511
iteration 1 batch 3680 training_loss 0.6916632528527511
iteration 1 batch 3690 training_loss 0.6931471805599453
iteration 1 batch 3700 training_loss 0.6901793251455568
iteration 1 batch 3710 training_loss 0.6931471805599453
iteration 1 batch 3720 training_loss 0.6901793251455568
iteration 1 batch 3730 training_loss 0.6901793251455568
iteration 1 batch 3740 training_loss 0.6916632528527511
iteration 1 batch 3750 training_loss 0.6931471805599453
iteration 1 batch 3760 training_loss 0.6931471805599453
iteration 1 batch 3770 training_loss 0.6931471805599453
iteration 1 batch 3780 training_loss 0.6931471805599453
iteration 1 batch 3790 training_loss 0.6916632528527511
iteration 1 batch 3800 training_loss 0.6931471805599453
iteration 1 batch 3810 training_loss 0.6916632528527511
iteration 1 batch 3820 training_loss 0.6931471805599453
iteration 1 batch 3830 training_loss 0.6931471805599453
iteration 1 batch 3840 training_loss 0.6931471805599453
iteration 1 batch 3850 training_loss 0.6931471805599453
iteration 1 batch 3860 training_loss 0.6931471805599453
iteration 1 batch 3870 training_loss 0.6931471805599453
iteration 1 batch 3880 training_loss 0.6931471805599453
iteration 1 batch 3890 training_loss 0.6931471805599453
iteration 1 batch 3900 training_loss 0.6931471805599453
iteration 1 batch 3910 training_loss 0.6931471805599453
iteration 1 batch 3920 training_loss 0.6916632528527511
iteration 1 batch 3930 training_loss 0.6916632528527511
iteration 1 batch 3940 training_loss 0.6931471805599453
iteration 1 batch 3950 training_loss 0.6916632528527511
iteration 1 batch 3960 training_loss 0.6886953974383626
iteration 1 batch 3970 training_loss 0.6931471805599453
iteration 1 batch 3980 training_loss 0.6931471805599453
iteration 1 batch 3990 training_loss 0.6931471805599453
iteration 1 batch 4000 training_loss 0.6931471805599453
iteration 1 batch 4010 training_loss 0.6931471805599453
iteration 1 batch 4020 training_loss 0.6931471805599453
iteration 1 batch 4030 training_loss 0.6931471805599453
iteration 1 batch 4040 training_loss 0.6916632528527511
iteration 1 batch 4050 training_loss 0.6931471805599453
iteration 1 batch 4060 training_loss 0.6916632528527511
iteration 1 batch 4070 training_loss 0.6931471805599453
iteration 1 batch 4080 training_loss 0.6931471805599453
iteration 1 batch 4090 training_loss 0.6931471805599453
iteration 1 batch 4100 training_loss 0.6931471805599453
iteration 1 batch 4110 training_loss 0.6931471805599453
iteration 1 batch 4120 training_loss 0.6931471805599453
iteration 1 batch 4130 training_loss 0.6931471805599453
iteration 1 batch 4140 training_loss 0.6916632528527511
iteration 1 batch 4150 training_loss 0.6901793251455568
iteration 1 batch 4160 training_loss 0.6916632528527511
iteration 1 batch 4170 training_loss 0.6931471805599453
iteration 1 batch 4180 training_loss 0.6931471805599453
iteration 1 batch 4190 training_loss 0.6931471805599453
iteration 1 batch 4200 training_loss 0.6931471805599453
iteration 1 batch 4210 training_loss 0.6931471805599453
iteration 1 batch 4220 training_loss 0.6931471805599453
iteration 1 batch 4230 training_loss 0.6916632528527511
iteration 1 batch 4240 training_loss 0.6916632528527511
iteration 1 batch 4250 training_loss 0.6916632528527511
iteration 1 batch 4260 training_loss 0.6931471805599453
iteration 1 batch 4270 training_loss 0.6916632528527511
iteration 1 batch 4280 training_loss 0.6931471805599453
iteration 1 batch 4290 training_loss 0.6916632528527511
iteration 1 batch 4300 training_loss 0.6931471805599453
iteration 1 batch 4310 training_loss 0.6931471805599453
iteration 1 batch 4320 training_loss 0.6931471805599453
iteration 1 batch 4330 training_loss 0.6916632528527511
iteration 1 batch 4340 training_loss 0.6931471805599453
iteration 1 batch 4350 training_loss 0.6931471805599453
iteration 1 batch 4360 training_loss 0.6931471805599453
iteration 1 batch 4370 training_loss 0.6931471805599453
iteration 1 batch 4380 training_loss 0.6931471805599453
iteration 1 batch 4390 training_loss 0.6931471805599453
iteration 1 batch 4400 training_loss 0.6916632528527511
iteration 1 batch 4410 training_loss 0.6931471805599453
iteration 1 batch 4420 training_loss 0.6931471805599453
iteration 1 batch 4430 training_loss 0.6931471805599453
iteration 1 batch 4440 training_loss 0.6931471805599453
iteration 1 batch 4450 training_loss 0.6931471805599453
iteration 1 batch 4460 training_loss 0.6916632528527511
iteration 1 batch 4470 training_loss 0.6931471805599453
iteration 1 batch 4480 training_loss 0.6931471805599453
iteration 1 batch 4490 training_loss 0.6931471805599453
iteration 1 batch 4500 training_loss 0.6931471805599453
iteration 1 batch 4510 training_loss 0.6916632528527511
iteration 1 batch 4520 training_loss 0.6901793251455568
iteration 1 batch 4530 training_loss 0.6931471805599453
iteration 1 batch 4540 training_loss 0.6931471805599453
iteration 1 batch 4550 training_loss 0.6916632528527511
iteration 1 batch 4560 training_loss 0.6931471805599453
iteration 1 batch 4570 training_loss 0.6931471805599453
iteration 1 batch 4580 training_loss 0.6916632528527511
iteration 1 batch 4590 training_loss 0.6931471805599453
iteration 1 batch 4600 training_loss 0.6931471805599453
iteration 1 batch 4610 training_loss 0.6931471805599453
iteration 1 batch 4620 training_loss 0.6931471805599453
iteration 1 batch 4630 training_loss 0.6931471805599453
iteration 1 batch 4640 training_loss 0.6931471805599453
iteration 1 batch 4650 training_loss 0.6931471805599453
iteration 1 batch 4660 training_loss 0.6931471805599453
iteration 1 batch 4670 training_loss 0.6916632528527511
iteration 1 batch 4680 training_loss 0.6931471805599453
iteration 1 batch 4690 training_loss 0.6931471805599453
iteration 1 batch 4700 training_loss 0.6931471805599453
iteration 1 batch 4710 training_loss 0.6931471805599453
iteration 1 batch 4720 training_loss 0.6931471805599453
iteration 1 batch 4730 training_loss 0.6916632528527511
iteration 1 batch 4740 training_loss 0.6916632528527511
iteration 1 batch 4750 training_loss 0.6931471805599453
iteration 1 batch 4760 training_loss 0.6916632528527511
iteration 1 batch 4770 training_loss 0.6901793251455568
iteration 1 batch 4780 training_loss 0.6931471805599453
iteration 1 batch 4790 training_loss 0.6901793251455568
iteration 1 batch 4800 training_loss 0.6931471805599453
iteration 1 batch 4810 training_loss 0.6916632528527511
iteration 1 batch 4820 training_loss 0.6931471805599453
iteration 1 batch 4830 training_loss 0.6931471805599453
iteration 1 batch 4840 training_loss 0.6931471805599453
iteration 1 batch 4850 training_loss 0.6931471805599453
iteration 1 batch 4860 training_loss 0.6931471805599453
iteration 1 batch 4870 training_loss 0.6901793251455568
iteration 1 batch 4880 training_loss 0.6931471805599453
iteration 1 batch 4890 training_loss 0.6931471805599453
iteration 1 batch 4900 training_loss 0.6916632528527511
iteration 1 batch 4910 training_loss 0.6916632528527511
iteration 1 batch 4920 training_loss 0.6931471805599453
iteration 1 batch 4930 training_loss 0.6931471805599453
iteration 1 batch 4940 training_loss 0.6931471805599453
iteration 1 batch 4950 training_loss 0.6916632528527511
iteration 1 batch 4960 training_loss 0.6931471805599453
iteration 1 batch 4970 training_loss 0.6931471805599453
iteration 1 batch 4980 training_loss 0.6931471805599453
iteration 1 batch 4990 training_loss 0.6916632528527511
iteration 1 batch 5000 training_loss 0.6931471805599453
iteration 1 batch 5010 training_loss 0.6931471805599453
iteration 1 batch 5020 training_loss 0.6931471805599453
iteration 1 batch 5030 training_loss 0.6931471805599453
iteration 1 batch 5040 training_loss 0.6931471805599453
iteration 1 batch 5050 training_loss 0.6931471805599453
iteration 1 batch 5060 training_loss 0.6931471805599453
iteration 1 batch 5070 training_loss 0.6916632528527511
iteration 1 batch 5080 training_loss 0.6931471805599453
iteration 1 batch 5090 training_loss 0.6916632528527511
iteration 1 batch 5100 training_loss 0.6916632528527511
iteration 1 batch 5110 training_loss 0.6931471805599453
iteration 1 batch 5120 training_loss 0.6931471805599453
iteration 1 batch 5130 training_loss 0.6931471805599453
iteration 1 batch 5140 training_loss 0.6931471805599453
iteration 1 batch 5150 training_loss 0.6931471805599453
iteration 1 batch 5160 training_loss 0.6916632528527511
iteration 1 batch 5170 training_loss 0.6931471805599453
iteration 1 batch 5180 training_loss 0.6931471805599453
iteration 1 batch 5190 training_loss 0.6916632528527511
iteration 1 batch 5200 training_loss 0.6901793251455568
iteration 1 batch 5210 training_loss 0.6916632528527511
iteration 1 batch 5220 training_loss 0.6931471805599453
iteration 1 batch 5230 training_loss 0.6931471805599453
iteration 1 batch 5240 training_loss 0.6931471805599453
iteration 1 batch 5250 training_loss 0.6916632528527511
iteration 1 batch 5260 training_loss 0.6916632528527511
iteration 1 batch 5270 training_loss 0.6931471805599453
iteration 1 batch 5280 training_loss 0.6931471805599453
iteration 1 batch 5290 training_loss 0.6931471805599453
iteration 1 batch 5300 training_loss 0.6931471805599453
iteration 1 batch 5310 training_loss 0.6931471805599453
iteration 1 batch 5320 training_loss 0.6931471805599453
iteration 1 batch 5330 training_loss 0.6931471805599453
iteration 1 batch 5340 training_loss 0.6916632528527511
iteration 1 batch 5350 training_loss 0.6931471805599453
iteration 1 batch 5360 training_loss 0.6931471805599453
iteration 1 batch 5370 training_loss 0.6931471805599453
iteration 1 batch 5380 training_loss 0.6931471805599453
iteration 1 batch 5390 training_loss 0.6931471805599453
iteration 1 batch 5400 training_loss 0.6916632528527511
iteration 1 batch 5410 training_loss 0.6931471805599453
iteration 1 batch 5420 training_loss 0.6931471805599453
iteration 1 batch 5430 training_loss 0.6931471805599453
iteration 1 batch 5440 training_loss 0.6916632528527511
iteration 1 batch 5450 training_loss 0.6931471805599453
iteration 1 batch 5460 training_loss 0.6931471805599453
iteration 1 batch 5470 training_loss 0.6931471805599453
iteration 1 batch 5480 training_loss 0.6931471805599453
iteration 1 batch 5490 training_loss 0.6916632528527511
iteration 1 batch 5500 training_loss 0.6931471805599453
iteration 1 batch 5510 training_loss 0.6931471805599453
iteration 1 batch 5520 training_loss 0.6931471805599453
iteration 1 batch 5530 training_loss 0.6931471805599453
iteration 1 batch 5540 training_loss 0.6931471805599453
iteration 1 batch 5550 training_loss 0.6931471805599453
iteration 1 batch 5560 training_loss 0.6901793251455568
iteration 1 batch 5570 training_loss 0.6931471805599453
iteration 1 batch 5580 training_loss 0.6916632528527511
iteration 1 batch 5590 training_loss 0.6916632528527511
iteration 1 batch 5600 training_loss 0.6931471805599453
iteration 1 batch 5610 training_loss 0.6916632528527511
iteration 1 batch 5620 training_loss 0.6916632528527511
iteration 1 batch 5630 training_loss 0.6931471805599453
iteration 1 batch 5640 training_loss 0.6916632528527511
iteration 1 batch 5650 training_loss 0.6931471805599453
iteration 1 batch 5660 training_loss 0.6931471805599453
iteration 1 batch 5670 training_loss 0.6931471805599453
iteration 1 batch 5680 training_loss 0.6931471805599453
iteration 1 batch 5690 training_loss 0.6931471805599453
iteration 1 batch 5700 training_loss 0.6931471805599453
iteration 1 batch 5710 training_loss 0.6931471805599453
iteration 1 batch 5720 training_loss 0.6931471805599453
iteration 1 batch 5730 training_loss 0.6931471805599453
iteration 1 batch 5740 training_loss 0.6931471805599453
iteration 1 batch 5750 training_loss 0.6931471805599453
iteration 1 batch 5760 training_loss 0.6931471805599453
iteration 1 batch 5770 training_loss 0.6931471805599453
iteration 1 batch 5780 training_loss 0.6931471805599453
iteration 1 batch 5790 training_loss 0.6931471805599453
iteration 1 batch 5800 training_loss 0.6931471805599453
iteration 1 batch 5810 training_loss 0.6931471805599453
iteration 1 batch 5820 training_loss 0.6931471805599453
iteration 1 batch 5830 training_loss 0.6931471805599453
iteration 1 batch 5840 training_loss 0.6931471805599453
iteration 1 batch 5850 training_loss 0.6916632528527511
iteration 1 batch 5860 training_loss 0.6916632528527511
iteration 1 batch 5870 training_loss 0.6931471805599453
iteration 1 batch 5880 training_loss 0.6931471805599453
iteration 1 batch 5890 training_loss 0.6931471805599453
iteration 1 batch 5900 training_loss 0.6931471805599453
iteration 1 batch 5910 training_loss 0.6931471805599453
iteration 1 batch 5920 training_loss 0.6931471805599453
iteration 1 batch 5930 training_loss 0.6931471805599453
iteration 1 batch 5940 training_loss 0.6916632528527511
iteration 1 batch 5950 training_loss 0.6931471805599453
iteration 1 batch 5960 training_loss 0.6931471805599453
iteration 1 batch 5970 training_loss 0.6931471805599453
iteration 1 batch 5980 training_loss 0.6931471805599453
iteration 1 batch 5990 training_loss 0.6931471805599453
iteration 1 batch 6000 training_loss 0.6931471805599453
iteration 1 batch 6010 training_loss 0.6916632528527511
iteration 1 batch 6020 training_loss 0.6931471805599453
iteration 1 batch 6030 training_loss 0.6931471805599453
iteration 1 batch 6040 training_loss 0.6931471805599453
iteration 1 batch 6050 training_loss 0.6916632528527511
iteration 1 batch 6060 training_loss 0.6931471805599453
iteration 1 batch 6070 training_loss 0.6931471805599453
iteration 1 batch 6080 training_loss 0.6931471805599453
iteration 1 batch 6090 training_loss 0.6931471805599453
iteration 1 batch 6100 training_loss 0.6931471805599453
iteration 1 batch 6110 training_loss 0.6931471805599453
iteration 1 batch 6120 training_loss 0.6931471805599453
iteration 1 batch 6130 training_loss 0.6931471805599453
iteration 1 batch 6140 training_loss 0.6931471805599453
iteration 1 batch 6150 training_loss 0.6931471805599453
iteration 1 batch 6160 training_loss 0.6931471805599453
iteration 1 batch 6170 training_loss 0.6916632528527511
iteration 1 batch 6180 training_loss 0.6931471805599453
iteration 1 batch 6190 training_loss 0.6931471805599453
iteration 1 batch 6200 training_loss 0.6931471805599453
iteration 1 batch 6210 training_loss 0.6931471805599453
iteration 1 batch 6220 training_loss 0.6901793251455568
iteration 1 batch 6230 training_loss 0.6931471805599453
iteration 1 batch 6240 training_loss 0.6916632528527511
iteration 1 batch 6250 training_loss 0.6931471805599453
iteration 1 batch 6260 training_loss 0.6931471805599453
iteration 1 batch 6270 training_loss 0.6931471805599453
iteration 1 batch 6280 training_loss 0.6931471805599453
iteration 1 batch 6290 training_loss 0.6916632528527511
iteration 1 batch 6300 training_loss 0.6931471805599453
iteration 1 batch 6310 training_loss 0.6916632528527511
iteration 1 batch 6320 training_loss 0.6931471805599453
iteration 1 batch 6330 training_loss 0.6931471805599453
iteration 1 batch 6340 training_loss 0.6931471805599453
iteration 1 batch 6350 training_loss 0.6931471805599453
iteration 1 batch 6360 training_loss 0.6931471805599453
iteration 1 batch 6370 training_loss 0.6931471805599453
iteration 1 batch 6380 training_loss 0.6931471805599453
iteration 1 batch 6390 training_loss 0.6931471805599453
iteration 1 batch 6400 training_loss 0.6916632528527511
iteration 1 batch 6410 training_loss 0.6916632528527511
iteration 1 batch 6420 training_loss 0.6931471805599453
iteration 1 batch 6430 training_loss 0.6931471805599453
iteration 1 batch 6440 training_loss 0.6931471805599453
iteration 1 batch 6450 training_loss 0.6901793251455568
iteration 1 batch 6460 training_loss 0.6931471805599453
iteration 1 batch 6470 training_loss 0.6931471805599453
iteration 1 batch 6480 training_loss 0.6931471805599453
iteration 1 batch 6490 training_loss 0.6901793251455568
iteration 1 batch 6500 training_loss 0.6916632528527511
iteration 1 batch 6510 training_loss 0.6931471805599453
iteration 1 batch 6520 training_loss 0.6916632528527511
iteration 1 batch 6530 training_loss 0.6931471805599453
iteration 1 batch 6540 training_loss 0.6916632528527511
iteration 1 batch 6550 training_loss 0.6931471805599453
iteration 1 batch 6560 training_loss 0.6931471805599453
iteration 1 batch 6570 training_loss 0.6916632528527511
iteration 1 batch 6580 training_loss 0.6931471805599453
iteration 1 batch 6590 training_loss 0.6931471805599453
iteration 1 batch 6600 training_loss 0.6931471805599453
iteration 1 batch 6610 training_loss 0.6931471805599453
iteration 1 batch 6620 training_loss 0.6931471805599453
iteration 1 batch 6630 training_loss 0.6931471805599453
iteration 1 batch 6640 training_loss 0.6931471805599453
iteration 1 batch 6650 training_loss 0.6931471805599453
iteration 1 batch 6660 training_loss 0.6901793251455568
iteration 1 batch 6670 training_loss 0.6931471805599453
iteration 1 batch 6680 training_loss 0.6931471805599453
iteration 1 batch 6690 training_loss 0.6931471805599453
iteration 1 batch 6700 training_loss 0.6931471805599453
iteration 1 batch 6710 training_loss 0.6931471805599453
iteration 1 batch 6720 training_loss 0.6931471805599453
iteration 1 batch 6730 training_loss 0.6916632528527511
iteration 1 batch 6740 training_loss 0.6931471805599453
iteration 1 batch 6750 training_loss 0.6931471805599453
iteration 1 batch 6760 training_loss 0.6931471805599453
iteration 1 batch 6770 training_loss 0.6931471805599453
iteration 1 batch 6780 training_loss 0.6931471805599453
iteration 1 batch 6790 training_loss 0.6931471805599453
iteration 1 batch 6800 training_loss 0.6931471805599453
iteration 1 batch 6810 training_loss 0.6931471805599453
iteration 1 batch 6820 training_loss 0.6931471805599453
iteration 1 batch 6830 training_loss 0.6931471805599453
iteration 1 batch 6840 training_loss 0.6931471805599453
iteration 1 batch 6850 training_loss 0.6916632528527511
iteration 1 batch 6860 training_loss 0.6931471805599453
iteration 1 batch 6870 training_loss 0.6931471805599453
iteration 1 batch 6880 training_loss 0.6931471805599453
iteration 1 batch 6890 training_loss 0.6931471805599453
iteration 1 batch 6900 training_loss 0.6931471805599453
iteration 1 batch 6910 training_loss 0.6931471805599453
iteration 1 batch 6920 training_loss 0.6931471805599453
iteration 1 batch 6930 training_loss 0.6931471805599453
iteration 1 batch 6940 training_loss 0.6931471805599453
iteration 1 batch 6950 training_loss 0.6931471805599453
iteration 1 batch 6960 training_loss 0.6931471805599453
iteration 1 batch 6970 training_loss 0.6931471805599453
iteration 1 batch 6980 training_loss 0.6931471805599453
iteration 1 batch 6990 training_loss 0.6931471805599453
iteration 1 batch 7000 training_loss 0.6931471805599453
iteration 1 batch 7010 training_loss 0.6916632528527511
iteration 1 batch 7020 training_loss 0.6931471805599453
iteration 1 batch 7030 training_loss 0.6916632528527511
iteration 1 batch 7040 training_loss 0.6916632528527511
iteration 1 batch 7050 training_loss 0.6931471805599453
iteration 1 batch 7060 training_loss 0.6931471805599453
iteration 1 batch 7070 training_loss 0.6931471805599453
iteration 1 batch 7080 training_loss 0.6931471805599453
iteration 1 batch 7090 training_loss 0.6931471805599453
iteration 1 batch 7100 training_loss 0.6931471805599453
iteration 1 batch 7110 training_loss 0.6931471805599453
iteration 1 batch 7120 training_loss 0.6901793251455568
iteration 1 batch 7130 training_loss 0.6931471805599453
iteration 1 batch 7140 training_loss 0.6931471805599453
iteration 1 batch 7150 training_loss 0.6931471805599453
iteration 1 batch 7160 training_loss 0.6931471805599453
iteration 1 batch 7170 training_loss 0.6931471805599453
iteration 1 batch 7180 training_loss 0.6916632528527511
iteration 1 batch 7190 training_loss 0.6931471805599453
iteration 1 batch 7200 training_loss 0.6916632528527511
iteration 1 batch 7210 training_loss 0.6931471805599453
iteration 1 batch 7220 training_loss 0.6931471805599453
iteration 1 batch 7230 training_loss 0.6916632528527511
iteration 1 batch 7240 training_loss 0.6931471805599453
iteration 1 batch 7250 training_loss 0.6901793251455568
iteration 1 batch 7260 training_loss 0.6931471805599453
iteration 1 batch 7270 training_loss 0.6916632528527511
iteration 1 batch 7280 training_loss 0.6931471805599453
iteration 1 batch 7290 training_loss 0.6931471805599453
iteration 1 batch 7300 training_loss 0.6931471805599453
iteration 1 batch 7310 training_loss 0.6931471805599453
iteration 1 batch 7320 training_loss 0.6931471805599453
iteration 1 batch 7330 training_loss 0.6931471805599453
iteration 1 batch 7340 training_loss 0.6931471805599453
iteration 1 batch 7350 training_loss 0.6916632528527511
iteration 1 batch 7360 training_loss 0.6931471805599453
iteration 1 batch 7370 training_loss 0.6931471805599453
iteration 1 batch 7380 training_loss 0.6916632528527511
iteration 1 batch 7390 training_loss 0.6931471805599453
iteration 1 batch 7400 training_loss 0.6931471805599453
iteration 1 batch 7410 training_loss 0.6931471805599453
iteration 1 batch 7420 training_loss 0.6931471805599453
iteration 1 batch 7430 training_loss 0.6916632528527511
iteration 1 batch 7440 training_loss 0.6931471805599453
iteration 1 batch 7450 training_loss 0.6931471805599453
iteration 1 batch 7460 training_loss 0.6931471805599453
iteration 1 batch 7470 training_loss 0.6916632528527511
iteration 1 batch 7480 training_loss 0.6931471805599453
iteration 1 batch 7490 training_loss 0.6931471805599453
iteration 1 batch 7500 training_loss 0.6931471805599453
iteration 1 batch 7510 training_loss 0.6931471805599453
iteration 1 batch 7520 training_loss 0.6916632528527511
iteration 1 batch 7530 training_loss 0.6901793251455568
iteration 1 batch 7540 training_loss 0.6931471805599453
iteration 1 batch 7550 training_loss 0.6916632528527511
iteration 1 batch 7560 training_loss 0.6931471805599453
iteration 1 batch 7570 training_loss 0.6931471805599453
iteration 1 batch 7580 training_loss 0.6931471805599453
iteration 1 batch 7590 training_loss 0.6931471805599453
iteration 1 batch 7600 training_loss 0.6931471805599453
iteration 1 batch 7610 training_loss 0.6931471805599453
iteration 1 batch 7620 training_loss 0.6931471805599453
iteration 1 batch 7630 training_loss 0.6931471805599453
iteration 1 batch 7640 training_loss 0.6931471805599453
iteration 1 batch 7650 training_loss 0.6931471805599453
iteration 1 batch 7660 training_loss 0.6931471805599453
iteration 1 batch 7670 training_loss 0.6931471805599453
iteration 1 batch 7680 training_loss 0.6931471805599453
iteration 1 batch 7690 training_loss 0.6931471805599453
iteration 1 batch 7700 training_loss 0.6916632528527511
iteration 1 batch 7710 training_loss 0.6931471805599453
iteration 1 batch 7720 training_loss 0.6931471805599453
iteration 1 batch 7730 training_loss 0.6931471805599453
iteration 1 batch 7740 training_loss 0.6931471805599453
iteration 1 batch 7750 training_loss 0.6931471805599453
iteration 1 batch 7760 training_loss 0.6901793251455568
iteration 1 batch 7770 training_loss 0.6931471805599453
iteration 1 batch 7780 training_loss 0.6931471805599453
iteration 1 batch 7790 training_loss 0.6931471805599453
iteration 1 batch 7800 training_loss 0.6901793251455568
iteration 1 batch 7810 training_loss 0.6916632528527511
iteration 1 batch 7820 training_loss 0.6931471805599453
iteration 1 batch 7830 training_loss 0.6931471805599453
iteration 1 batch 7840 training_loss 0.6931471805599453
iteration 1 batch 7850 training_loss 0.6931471805599453
iteration 1 batch 7860 training_loss 0.6931471805599453
iteration 1 batch 7870 training_loss 0.6901793251455568
iteration 1 batch 7880 training_loss 0.6931471805599453
iteration 1 batch 7890 training_loss 0.6931471805599453
iteration 1 batch 7900 training_loss 0.6931471805599453
iteration 1 batch 7910 training_loss 0.6931471805599453
iteration 1 batch 7920 training_loss 0.6916632528527511
iteration 1 batch 7930 training_loss 0.6916632528527511
iteration 1 batch 7940 training_loss 0.6931471805599453
iteration 1 batch 7950 training_loss 0.6931471805599453
iteration 1 batch 7960 training_loss 0.6931471805599453
iteration 1 batch 7970 training_loss 0.6931471805599453
iteration 1 batch 7980 training_loss 0.6931471805599453
iteration 1 batch 7990 training_loss 0.6931471805599453
iteration 1 batch 8000 training_loss 0.6916632528527511
iteration 1 batch 8010 training_loss 0.6886953974383626
iteration 1 batch 8020 training_loss 0.6931471805599453
iteration 1 batch 8030 training_loss 0.6931471805599453
iteration 1 batch 8040 training_loss 0.6931471805599453
iteration 1 batch 8050 training_loss 0.6931471805599453
iteration 1 batch 8060 training_loss 0.6901793251455568
iteration 1 batch 8070 training_loss 0.6931471805599453
iteration 1 batch 8080 training_loss 0.6916632528527511
iteration 1 batch 8090 training_loss 0.6916632528527511
iteration 1 batch 8100 training_loss 0.6931471805599453
iteration 1 batch 8110 training_loss 0.6931471805599453
iteration 1 batch 8120 training_loss 0.6931471805599453
iteration 1 batch 8130 training_loss 0.6931471805599453
iteration 1 batch 8140 training_loss 0.6931471805599453
iteration 1 batch 8150 training_loss 0.6916632528527511
iteration 1 batch 8160 training_loss 0.6931471805599453
iteration 1 batch 8170 training_loss 0.6931471805599453
iteration 1 batch 8180 training_loss 0.6931471805599453
iteration 1 batch 8190 training_loss 0.6931471805599453
iteration 1 batch 8200 training_loss 0.6931471805599453
iteration 1 batch 8210 training_loss 0.6931471805599453
iteration 1 batch 8220 training_loss 0.6931471805599453
iteration 1 batch 8230 training_loss 0.6931471805599453
iteration 1 batch 8240 training_loss 0.6931471805599453
iteration 1 batch 8250 training_loss 0.6886953974383626
iteration 1 batch 8260 training_loss 0.6931471805599453
iteration 1 batch 8270 training_loss 0.6931471805599453
iteration 1 batch 8280 training_loss 0.6931471805599453
iteration 1 batch 8290 training_loss 0.6916632528527511
iteration 1 batch 8300 training_loss 0.6916632528527511
iteration 1 batch 8310 training_loss 0.6931471805599453
iteration 1 batch 8320 training_loss 0.6916632528527511
iteration 1 batch 8330 training_loss 0.6901793251455568
iteration 1 batch 8340 training_loss 0.6931471805599453
iteration 1 batch 8350 training_loss 0.6931471805599453
iteration 1 batch 8360 training_loss 0.6931471805599453
iteration 1 batch 8370 training_loss 0.6931471805599453
iteration 1 batch 8380 training_loss 0.6916632528527511
iteration 1 batch 8390 training_loss 0.6931471805599453
iteration 1 batch 8400 training_loss 0.6931471805599453
iteration 1 batch 8410 training_loss 0.6931471805599453
iteration 1 batch 8420 training_loss 0.6901793251455568
iteration 1 batch 8430 training_loss 0.6916632528527511
iteration 1 batch 8440 training_loss 0.6931471805599453
iteration 1 batch 8450 training_loss 0.6931471805599453
iteration 1 batch 8460 training_loss 0.6931471805599453
iteration 1 batch 8470 training_loss 0.6931471805599453
iteration 1 batch 8480 training_loss 0.6931471805599453
iteration 1 batch 8490 training_loss 0.6916632528527511
iteration 1 batch 8500 training_loss 0.6916632528527511
iteration 1 batch 8510 training_loss 0.6916632528527511
iteration 1 batch 8520 training_loss 0.6931471805599453
iteration 1 batch 8530 training_loss 0.6931471805599453
iteration 1 batch 8540 training_loss 0.6931471805599453
iteration 1 batch 8550 training_loss 0.6931471805599453
iteration 1 batch 8560 training_loss 0.6916632528527511
iteration 1 batch 8570 training_loss 0.6931471805599453
iteration 1 batch 8580 training_loss 0.6931471805599453
iteration 1 batch 8590 training_loss 0.6931471805599453
iteration 1 batch 8600 training_loss 0.6916632528527511
iteration 1 batch 8610 training_loss 0.6931471805599453
iteration 1 batch 8620 training_loss 0.6931471805599453
